Date,Account_ID,Department_ID,Scenario,Amount
07/25/2023,COGS-002,DPT-300,Actual,15549.74
11/05/2023,REV-001,DPT-300,Budget,15680.88
07/23/2023,REV-001,DPT-200,Budget,52472.72
04/03/2023,REV-002,DPT-100,Actual,15260.52
08/26/2023,OPEX-002,DPT-200,Budget,12322.81
06/26/2023,OPEX-004,DPT-300,Budget,2345.9
01/31/2023,COGS-002,DPT-300,Budget,7973.95
12/06/2023,OPEX-001,DPT-200,Budget,5014.84
05/21/2023,COGS-002,DPT-100,Actual,7853.59
01/15/2023,OPEX-003,DPT-200,Actual,12335.13
12/20/2023,OPEX-002,DPT-400,Budget,2593.84
02/17/2023,REV-002,DPT-500,Budget,44299.59
04/21/2023,OPEX-005,DPT-200,Actual,14577.68
03/17/2023,OPEX-003,DPT-300,Budget,9215.64
07/29/2023,OPEX-001,DPT-400,Budget,2195.51
05/30/2023,REV-001,DPT-200,Actual,60667.77
09/05/2023,REV-001,DPT-400,Actual,85390.27
05/23/2023,REV-002,DPT-500,Budget,21077.35
06/21/2023,REV-001,DPT-300,Budget,49542.88
03/30/2023,REV-002,DPT-200,Budget,139250.81
09/16/2023,OPEX-002,DPT-500,Actual,12482.08
05/15/2023,REV-001,DPT-300,Actual,45423.94
11/06/2023,OPEX-001,DPT-400,Budget,7242.75
06/08/2023,REV-002,DPT-100,Budget,127279.06
05/31/2023,OPEX-005,DPT-100,Budget,4266.34
01/30/2023,OPEX-001,DPT-200,Actual,5819.33
01/06/2023,COGS-001,DPT-100,Budget,9180.51
10/13/2023,COGS-001,DPT-100,Budget,9851.64
07/25/2023,OPEX-002,DPT-500,Actual,14057.17
06/13/2023,OPEX-001,DPT-200,Budget,8554.55
01/09/2023,REV-001,DPT-300,Actual,121076.62
03/19/2023,OPEX-001,DPT-500,Actual,12843.54
11/05/2023,COGS-002,DPT-400,Budget,5574.38
01/24/2023,OPEX-005,DPT-500,Actual,14881.09
12/22/2023,REV-002,DPT-500,Actual,82854.16
04/21/2023,OPEX-003,DPT-400,Actual,1300.91
04/10/2023,OPEX-001,DPT-500,Actual,14867.21
12/01/2023,OPEX-003,DPT-200,Budget,10671.89
01/06/2023,OPEX-001,DPT-500,Actual,19207.07
12/04/2023,REV-002,DPT-300,Actual,124007.8
09/01/2023,COGS-001,DPT-300,Actual,19319.78
05/06/2023,COGS-002,DPT-500,Budget,10789.65
07/21/2023,OPEX-001,DPT-400,Actual,18458.61
02/25/2023,OPEX-001,DPT-500,Actual,13686
10/24/2023,OPEX-002,DPT-500,Budget,8503.39
02/02/2023,COGS-002,DPT-300,Actual,5160.39
08/11/2023,REV-002,DPT-300,Budget,69543.48
02/12/2023,OPEX-005,DPT-200,Actual,9945.09
03/13/2023,COGS-001,DPT-500,Budget,20762.79
08/03/2023,COGS-001,DPT-500,Budget,8352.96
11/28/2023,COGS-001,DPT-400,Budget,15775.85
03/12/2023,REV-001,DPT-100,Budget,118921.74
04/08/2023,REV-001,DPT-300,Budget,138356.36
11/15/2023,OPEX-003,DPT-200,Budget,8065.63
03/20/2023,OPEX-003,DPT-300,Budget,7230.06
11/02/2023,OPEX-004,DPT-500,Actual,12078.37
12/25/2023,OPEX-005,DPT-100,Budget,4536.42
03/21/2023,OPEX-005,DPT-100,Actual,17324.99
11/26/2023,OPEX-003,DPT-300,Budget,12112.8
07/26/2023,OPEX-001,DPT-500,Budget,13421.28
06/26/2023,COGS-002,DPT-300,Actual,6370.65
10/23/2023,COGS-001,DPT-200,Actual,19562.49
06/26/2023,COGS-001,DPT-100,Budget,23118.4
03/11/2023,REV-002,DPT-500,Actual,135502.13
01/01/2023,OPEX-001,DPT-100,Budget,10880.38
02/23/2023,COGS-002,DPT-200,Budget,5636.94
03/09/2023,OPEX-004,DPT-500,Actual,12966.49
09/10/2023,COGS-001,DPT-300,Actual,23660.84
04/29/2023,REV-001,DPT-100,Actual,138950.72
08/03/2023,REV-001,DPT-300,Budget,20477.23
01/30/2023,COGS-002,DPT-100,Actual,21977.2
01/30/2023,OPEX-005,DPT-300,Budget,10921.85
02/22/2023,REV-001,DPT-500,Actual,18369.57
12/31/2023,OPEX-004,DPT-300,Actual,4732.21
11/12/2023,OPEX-003,DPT-500,Budget,9653.89
08/06/2023,OPEX-005,DPT-100,Budget,2814.97
06/12/2023,REV-002,DPT-500,Actual,104467.45
11/03/2023,REV-002,DPT-500,Budget,82366.26
03/21/2023,OPEX-005,DPT-400,Actual,14847.02
09/20/2023,OPEX-004,DPT-200,Actual,4025.3
01/02/2023,REV-001,DPT-300,Budget,80902.45
09/07/2023,OPEX-005,DPT-400,Actual,10625.53
08/29/2023,OPEX-002,DPT-500,Actual,19116.99
01/15/2023,OPEX-003,DPT-200,Actual,3579.13
01/29/2023,OPEX-005,DPT-300,Budget,10451.22
02/16/2023,OPEX-001,DPT-400,Budget,12153.94
03/10/2023,COGS-001,DPT-400,Actual,21051.26
10/19/2023,COGS-001,DPT-300,Budget,29491.74
05/02/2023,OPEX-005,DPT-400,Actual,15240.74
10/05/2023,REV-002,DPT-300,Budget,104850.07
10/27/2023,OPEX-005,DPT-500,Actual,8358.23
07/16/2023,OPEX-004,DPT-500,Budget,3548.87
01/30/2023,REV-001,DPT-100,Budget,69884.09
08/21/2023,REV-001,DPT-300,Budget,98740.35
12/17/2023,REV-002,DPT-200,Budget,113839.86
04/16/2023,OPEX-005,DPT-300,Actual,13836.06
02/24/2023,OPEX-005,DPT-200,Actual,15522.84
01/29/2023,OPEX-002,DPT-100,Budget,16167.97
07/13/2023,OPEX-004,DPT-200,Budget,13977
01/17/2023,OPEX-003,DPT-400,Actual,12583.47
05/30/2023,REV-002,DPT-500,Actual,103228.08
11/09/2023,OPEX-005,DPT-400,Actual,12902.92
03/07/2023,COGS-001,DPT-400,Budget,9962.14
03/27/2023,OPEX-003,DPT-200,Actual,15918.5
07/11/2023,REV-001,DPT-300,Budget,54331.11
07/26/2023,OPEX-002,DPT-400,Actual,9035.85
09/22/2023,REV-002,DPT-300,Actual,120069.14
09/22/2023,OPEX-002,DPT-200,Budget,15587.64
07/24/2023,OPEX-002,DPT-200,Budget,8072.95
02/07/2023,OPEX-002,DPT-400,Budget,12828.82
04/24/2023,OPEX-001,DPT-300,Budget,15910.78
05/09/2023,OPEX-004,DPT-500,Budget,5653.32
08/24/2023,OPEX-004,DPT-500,Budget,12187.15
01/19/2023,COGS-002,DPT-400,Budget,11205.31
10/12/2023,OPEX-004,DPT-500,Actual,8998.24
08/05/2023,COGS-002,DPT-400,Actual,19077.31
04/19/2023,OPEX-005,DPT-500,Actual,16504.7
04/26/2023,OPEX-003,DPT-300,Budget,5986.23
06/24/2023,COGS-002,DPT-200,Actual,14332.94
04/08/2023,OPEX-001,DPT-100,Budget,19959.65
10/03/2023,COGS-001,DPT-400,Budget,19674.19
04/06/2023,REV-002,DPT-500,Budget,92194.3
04/07/2023,REV-002,DPT-500,Actual,83731.92
12/16/2023,OPEX-001,DPT-500,Actual,19987.32
12/25/2023,REV-002,DPT-400,Budget,98438.94
09/05/2023,COGS-002,DPT-200,Actual,20049.66
07/28/2023,REV-002,DPT-200,Budget,70528.85
03/25/2023,OPEX-004,DPT-100,Actual,9701.6
04/29/2023,OPEX-002,DPT-100,Budget,9981.91
05/15/2023,OPEX-005,DPT-500,Budget,2011.39
11/25/2023,OPEX-003,DPT-100,Budget,9084.22
04/24/2023,COGS-002,DPT-200,Actual,23086.91
05/23/2023,REV-002,DPT-400,Budget,57399.17
09/22/2023,OPEX-003,DPT-500,Budget,19816.89
01/23/2023,OPEX-005,DPT-300,Budget,5177.3
10/26/2023,OPEX-003,DPT-300,Budget,13132.33
11/24/2023,REV-002,DPT-300,Budget,21225.8
01/25/2023,COGS-002,DPT-300,Actual,25293.74
07/05/2023,COGS-001,DPT-300,Budget,27238.08
07/09/2023,OPEX-001,DPT-500,Actual,12364.33
07/21/2023,REV-002,DPT-500,Budget,101250.72
11/09/2023,OPEX-005,DPT-200,Actual,10464.09
09/13/2023,OPEX-002,DPT-400,Budget,8300.48
01/21/2023,OPEX-001,DPT-200,Budget,17601.89
12/10/2023,OPEX-005,DPT-500,Budget,8064.35
08/08/2023,REV-001,DPT-500,Budget,45164.62
03/10/2023,REV-001,DPT-100,Budget,63948.69
09/07/2023,REV-002,DPT-400,Actual,92012.36
10/19/2023,REV-001,DPT-200,Budget,48453.74
01/24/2023,OPEX-005,DPT-400,Budget,13916.61
04/21/2023,REV-001,DPT-500,Budget,121868.17
11/24/2023,COGS-002,DPT-400,Budget,17785.57
10/30/2023,OPEX-001,DPT-400,Actual,15627.84
10/27/2023,REV-002,DPT-400,Budget,78532.99
08/28/2023,OPEX-001,DPT-300,Budget,18082.09
12/11/2023,REV-002,DPT-200,Budget,27168.33
11/16/2023,REV-001,DPT-200,Budget,114270.75
11/04/2023,COGS-001,DPT-400,Budget,11502.46
07/29/2023,COGS-001,DPT-300,Actual,6011.31
01/14/2023,COGS-002,DPT-500,Budget,6828.33
07/13/2023,REV-001,DPT-500,Budget,67568.04
11/23/2023,OPEX-001,DPT-500,Budget,18620.24
04/26/2023,COGS-001,DPT-400,Budget,6891.21
10/29/2023,REV-001,DPT-400,Actual,87232.46
02/04/2023,COGS-002,DPT-400,Budget,12148.97
02/26/2023,OPEX-003,DPT-400,Actual,4750
06/08/2023,OPEX-005,DPT-500,Actual,15598.75
06/02/2023,COGS-002,DPT-200,Budget,15865.38
04/18/2023,OPEX-002,DPT-100,Actual,1752.67
02/08/2023,REV-002,DPT-100,Actual,43550.26
03/03/2023,REV-002,DPT-500,Budget,108275.34
10/12/2023,REV-001,DPT-500,Actual,87544.33
10/05/2023,COGS-001,DPT-400,Budget,25911.26
02/20/2023,COGS-001,DPT-100,Budget,15226.58
12/20/2023,OPEX-005,DPT-100,Budget,18635.03
07/13/2023,OPEX-003,DPT-100,Actual,4364.13
06/05/2023,OPEX-003,DPT-100,Actual,16944.02
05/01/2023,COGS-002,DPT-300,Actual,10628.11
06/11/2023,OPEX-001,DPT-400,Actual,18220.55
04/28/2023,OPEX-001,DPT-400,Actual,14945.56
08/13/2023,OPEX-001,DPT-400,Budget,13975.46
10/25/2023,COGS-002,DPT-400,Budget,25114.1
07/18/2023,REV-002,DPT-500,Budget,76589.32
07/10/2023,COGS-001,DPT-300,Actual,5861.48
04/27/2023,REV-001,DPT-100,Actual,118241.79
12/08/2023,REV-002,DPT-100,Actual,29499.62
10/31/2023,COGS-002,DPT-100,Actual,5242.03
12/21/2023,COGS-001,DPT-100,Actual,22717.67
02/07/2023,OPEX-005,DPT-200,Actual,5249.88
03/23/2023,COGS-001,DPT-100,Budget,10912.33
05/13/2023,REV-002,DPT-200,Actual,27912.33
04/22/2023,OPEX-002,DPT-500,Budget,10291.02
01/30/2023,OPEX-004,DPT-300,Actual,8633.08
10/18/2023,OPEX-004,DPT-400,Budget,9423.67
09/14/2023,OPEX-004,DPT-100,Actual,12093.95
07/20/2023,REV-001,DPT-100,Actual,59768.98
08/18/2023,COGS-001,DPT-500,Budget,18539.99
07/29/2023,OPEX-003,DPT-400,Budget,10958.07
01/18/2023,COGS-001,DPT-300,Actual,28835.31
08/08/2023,OPEX-005,DPT-200,Budget,12795.46
03/18/2023,REV-002,DPT-200,Actual,37343.03
12/12/2023,REV-001,DPT-300,Budget,124018.4
05/24/2023,COGS-002,DPT-500,Budget,24779.36
05/21/2023,REV-002,DPT-500,Budget,56833.34
09/22/2023,OPEX-001,DPT-300,Budget,3110.34
04/22/2023,REV-002,DPT-500,Actual,122214.17
12/09/2023,OPEX-005,DPT-400,Actual,16668.71
02/24/2023,OPEX-001,DPT-200,Budget,17328.79
04/19/2023,OPEX-005,DPT-500,Actual,15158.47
02/14/2023,REV-002,DPT-500,Budget,91357.64
06/21/2023,OPEX-004,DPT-200,Actual,8207.28
02/18/2023,OPEX-003,DPT-100,Budget,11262.7
09/09/2023,REV-001,DPT-400,Actual,67743.31
07/21/2023,COGS-001,DPT-100,Actual,11040.28
03/31/2023,OPEX-003,DPT-200,Budget,2486.3
02/23/2023,OPEX-003,DPT-300,Budget,11598.45
07/17/2023,COGS-002,DPT-300,Budget,9285.2
02/16/2023,OPEX-005,DPT-100,Budget,17629.84
12/27/2023,COGS-001,DPT-300,Budget,22130.2
11/28/2023,OPEX-002,DPT-500,Budget,3306.93
01/24/2023,OPEX-001,DPT-400,Actual,11489.95
12/01/2023,OPEX-003,DPT-400,Actual,1253.15
07/02/2023,REV-001,DPT-300,Actual,128575.81
02/24/2023,OPEX-002,DPT-100,Actual,6003.47
01/15/2023,OPEX-003,DPT-400,Actual,2693.73
11/06/2023,REV-002,DPT-400,Budget,46271.34
04/10/2023,REV-001,DPT-400,Actual,142580.94
08/02/2023,OPEX-003,DPT-400,Actual,5686.54
05/16/2023,OPEX-003,DPT-500,Budget,8550.86
05/03/2023,OPEX-001,DPT-500,Budget,19896.98
05/19/2023,OPEX-005,DPT-300,Actual,12015.55
11/25/2023,REV-001,DPT-300,Budget,36925.74
07/12/2023,REV-001,DPT-400,Actual,51230.47
12/08/2023,OPEX-001,DPT-300,Actual,19065.85
05/06/2023,OPEX-005,DPT-300,Actual,6292.19
11/02/2023,OPEX-003,DPT-200,Actual,14830.7
07/06/2023,OPEX-003,DPT-200,Actual,3756.63
01/01/2023,OPEX-004,DPT-300,Budget,16016.49
10/28/2023,REV-002,DPT-200,Actual,145553.32
02/02/2023,REV-002,DPT-300,Actual,71026.83
12/23/2023,REV-001,DPT-200,Budget,82790.45
07/18/2023,REV-002,DPT-200,Actual,14221.29
08/05/2023,OPEX-001,DPT-300,Budget,13808.51
09/05/2023,OPEX-001,DPT-100,Budget,1294.7
05/28/2023,COGS-001,DPT-100,Actual,23533.3
02/24/2023,OPEX-004,DPT-100,Budget,10046.31
09/21/2023,REV-001,DPT-300,Actual,112511.03
07/16/2023,COGS-002,DPT-200,Budget,10928.3
04/16/2023,COGS-001,DPT-200,Actual,17269.62
04/02/2023,REV-002,DPT-500,Actual,66597.71
07/12/2023,REV-002,DPT-400,Budget,81172.13
09/22/2023,OPEX-004,DPT-200,Actual,13930.65
08/10/2023,REV-001,DPT-200,Budget,73249.43
11/27/2023,REV-001,DPT-100,Budget,144154.9
08/04/2023,COGS-002,DPT-400,Actual,13489.65
04/24/2023,COGS-001,DPT-400,Actual,26317.18
11/09/2023,OPEX-005,DPT-500,Budget,1202.55
10/12/2023,OPEX-003,DPT-300,Budget,9213.76
01/06/2023,COGS-001,DPT-100,Budget,17235.23
06/18/2023,OPEX-002,DPT-300,Actual,13461.6
11/17/2023,COGS-002,DPT-100,Actual,28682.3
12/03/2023,REV-002,DPT-500,Budget,147733.68
09/01/2023,OPEX-005,DPT-500,Budget,1109.47
06/26/2023,REV-001,DPT-400,Actual,37710.37
06/07/2023,OPEX-002,DPT-300,Budget,1393.92
06/10/2023,REV-002,DPT-500,Actual,134386.03
01/19/2023,OPEX-001,DPT-500,Actual,8531.15
12/28/2023,OPEX-002,DPT-100,Budget,17280.64
09/05/2023,OPEX-002,DPT-200,Actual,4575.16
05/09/2023,OPEX-001,DPT-500,Actual,15676.85
08/05/2023,REV-002,DPT-200,Budget,109036.58
07/01/2023,REV-002,DPT-100,Budget,64043.31
01/16/2023,OPEX-004,DPT-500,Budget,4076.61
04/23/2023,OPEX-004,DPT-500,Budget,4716.94
11/20/2023,OPEX-003,DPT-300,Actual,14697.48
03/17/2023,OPEX-005,DPT-400,Actual,2004.83
12/03/2023,OPEX-003,DPT-100,Actual,15447.05
12/12/2023,REV-001,DPT-200,Budget,34350.66
07/06/2023,OPEX-003,DPT-100,Budget,18143.29
01/14/2023,OPEX-005,DPT-100,Actual,2282.42
04/12/2023,COGS-001,DPT-300,Actual,10285.26
01/22/2023,REV-001,DPT-200,Budget,130436.73
04/26/2023,REV-001,DPT-200,Budget,54351.22
01/19/2023,OPEX-003,DPT-100,Budget,3145.26
05/27/2023,OPEX-005,DPT-500,Actual,7385.33
05/17/2023,OPEX-001,DPT-500,Actual,14265.38
05/24/2023,OPEX-004,DPT-300,Actual,5631.7
04/29/2023,REV-002,DPT-300,Actual,67097.25
03/19/2023,REV-001,DPT-500,Budget,103397.93
05/09/2023,OPEX-004,DPT-300,Actual,13210.37
12/17/2023,OPEX-001,DPT-500,Actual,5990.23
07/18/2023,REV-001,DPT-200,Actual,117537.55
07/24/2023,OPEX-005,DPT-200,Budget,6777.79
05/31/2023,OPEX-002,DPT-100,Actual,12466.85
03/11/2023,REV-001,DPT-400,Budget,71728
09/26/2023,REV-002,DPT-200,Actual,78974.68
05/14/2023,REV-001,DPT-200,Actual,63375.82
05/09/2023,OPEX-001,DPT-200,Budget,11467.53
01/07/2023,OPEX-002,DPT-200,Budget,19340.71
11/25/2023,REV-002,DPT-200,Budget,119341.28
05/19/2023,COGS-002,DPT-500,Budget,29216.1
02/04/2023,OPEX-005,DPT-100,Budget,12979.12
08/30/2023,OPEX-004,DPT-100,Budget,11048.38
07/31/2023,COGS-001,DPT-100,Budget,9058.38
11/08/2023,OPEX-004,DPT-300,Actual,1657.16
03/23/2023,REV-002,DPT-400,Actual,33615.32
10/08/2023,COGS-001,DPT-100,Actual,28279.68
05/21/2023,REV-001,DPT-200,Actual,148444.52
06/06/2023,OPEX-001,DPT-100,Actual,19280.12
10/29/2023,REV-002,DPT-300,Actual,91338.42
12/06/2023,COGS-002,DPT-200,Actual,29215.67
10/04/2023,REV-002,DPT-400,Actual,92075.63
06/08/2023,OPEX-005,DPT-200,Budget,9442.22
10/29/2023,COGS-001,DPT-500,Actual,8084.33
01/03/2023,COGS-001,DPT-200,Budget,7553.77
04/13/2023,OPEX-002,DPT-500,Budget,3202.52
05/13/2023,OPEX-003,DPT-100,Budget,6544.54
10/02/2023,OPEX-004,DPT-300,Actual,3785.62
08/28/2023,COGS-001,DPT-400,Budget,28903.47
05/31/2023,OPEX-005,DPT-200,Actual,1792.3
10/02/2023,OPEX-005,DPT-500,Actual,4565.61
01/12/2023,OPEX-002,DPT-100,Actual,15816.5
08/21/2023,OPEX-005,DPT-300,Budget,11526.14
01/21/2023,OPEX-004,DPT-400,Actual,12709.98
11/06/2023,OPEX-005,DPT-500,Actual,6281.94
03/23/2023,OPEX-002,DPT-100,Actual,3643.81
01/23/2023,OPEX-005,DPT-100,Actual,16422.67
05/20/2023,OPEX-002,DPT-200,Budget,10630.92
06/04/2023,REV-002,DPT-400,Actual,23742.15
03/01/2023,OPEX-002,DPT-200,Budget,6793.62
04/09/2023,COGS-001,DPT-500,Budget,17911.22
10/07/2023,OPEX-003,DPT-200,Actual,7865.07
09/20/2023,REV-001,DPT-500,Budget,42558.05
09/29/2023,REV-002,DPT-200,Budget,46595.51
03/19/2023,OPEX-004,DPT-400,Budget,17529.34
06/26/2023,OPEX-004,DPT-400,Actual,8820.8
05/19/2023,OPEX-001,DPT-100,Actual,11231.45
07/08/2023,REV-002,DPT-500,Actual,103973.05
01/14/2023,COGS-001,DPT-500,Actual,24393.45
11/27/2023,OPEX-004,DPT-200,Budget,12051.44
02/25/2023,REV-001,DPT-400,Budget,106231.34
05/18/2023,COGS-002,DPT-200,Budget,16242.5
05/29/2023,OPEX-002,DPT-200,Actual,2604.88
09/24/2023,OPEX-005,DPT-400,Budget,18951
09/02/2023,REV-002,DPT-100,Actual,27517.96
02/11/2023,OPEX-002,DPT-500,Actual,12479.24
05/08/2023,OPEX-004,DPT-500,Budget,17268.44
04/14/2023,OPEX-004,DPT-300,Actual,3076.11
11/24/2023,OPEX-002,DPT-200,Budget,14499.45
05/19/2023,REV-002,DPT-200,Actual,15250.16
08/02/2023,COGS-002,DPT-400,Actual,20463.2
05/12/2023,OPEX-003,DPT-300,Budget,6726.4
10/05/2023,OPEX-001,DPT-300,Actual,9116.63
01/26/2023,COGS-001,DPT-500,Budget,28067.05
11/24/2023,COGS-001,DPT-400,Actual,19481.41
05/04/2023,OPEX-003,DPT-500,Actual,9579.34
01/25/2023,COGS-001,DPT-100,Budget,6424.5
12/18/2023,REV-002,DPT-400,Actual,76316.21
09/23/2023,OPEX-004,DPT-200,Budget,14246.22
08/25/2023,OPEX-004,DPT-100,Budget,3750.19
12/24/2023,OPEX-002,DPT-300,Actual,7507.99
05/05/2023,COGS-001,DPT-500,Budget,22303.84
09/19/2023,REV-002,DPT-200,Actual,107065.4
03/04/2023,OPEX-005,DPT-400,Budget,11380.75
05/14/2023,COGS-002,DPT-400,Actual,22009.16
04/19/2023,OPEX-001,DPT-400,Budget,1044.94
08/01/2023,OPEX-003,DPT-100,Actual,2203.43
12/14/2023,COGS-002,DPT-500,Budget,20313.97
11/02/2023,COGS-002,DPT-100,Actual,11795.5
07/31/2023,OPEX-001,DPT-300,Budget,9722.49
12/21/2023,OPEX-005,DPT-100,Budget,5656.76
12/13/2023,COGS-001,DPT-100,Actual,23870.68
08/28/2023,OPEX-004,DPT-500,Budget,13574.5
09/17/2023,OPEX-003,DPT-200,Budget,8858.55
02/24/2023,COGS-002,DPT-300,Actual,28189.56
07/26/2023,OPEX-005,DPT-100,Budget,18677.79
01/07/2023,OPEX-002,DPT-200,Actual,15041.4
10/12/2023,COGS-001,DPT-400,Budget,29593.47
08/17/2023,COGS-002,DPT-100,Actual,29795.86
08/03/2023,COGS-002,DPT-500,Actual,22110.34
10/19/2023,REV-002,DPT-300,Actual,102848.33
11/07/2023,OPEX-004,DPT-500,Budget,15441.36
04/20/2023,OPEX-003,DPT-300,Budget,13677.02
06/20/2023,OPEX-002,DPT-300,Actual,3393.01
10/19/2023,REV-001,DPT-500,Actual,80594.48
11/14/2023,REV-002,DPT-100,Actual,110123.48
03/14/2023,OPEX-002,DPT-200,Budget,1152.48
11/18/2023,REV-001,DPT-100,Budget,29489.84
12/21/2023,OPEX-003,DPT-100,Actual,10574.93
09/11/2023,COGS-001,DPT-500,Actual,6019.27
01/25/2023,COGS-002,DPT-500,Actual,17322.93
06/02/2023,REV-002,DPT-400,Actual,19779.3
07/01/2023,COGS-001,DPT-100,Actual,5828.53
12/12/2023,OPEX-003,DPT-500,Actual,3542.23
06/10/2023,REV-001,DPT-100,Budget,40720.59
06/30/2023,OPEX-002,DPT-500,Actual,14517.74
12/06/2023,OPEX-002,DPT-500,Budget,1463.78
11/08/2023,REV-002,DPT-300,Budget,50151.55
02/07/2023,COGS-002,DPT-200,Actual,26667.78
07/20/2023,OPEX-001,DPT-400,Actual,15939.17
09/18/2023,COGS-001,DPT-400,Actual,19104.04
04/07/2023,OPEX-005,DPT-100,Actual,8914.72
07/25/2023,OPEX-001,DPT-300,Budget,8464.35
02/12/2023,OPEX-002,DPT-500,Budget,6036.33
08/19/2023,OPEX-003,DPT-300,Actual,19683.22
07/05/2023,COGS-001,DPT-400,Actual,8832.63
08/01/2023,REV-001,DPT-200,Budget,123551.25
03/31/2023,COGS-002,DPT-400,Actual,28899.28
03/04/2023,REV-002,DPT-400,Actual,44757.27
10/08/2023,OPEX-005,DPT-500,Budget,5945.92
10/05/2023,OPEX-004,DPT-400,Actual,7787.62
04/20/2023,OPEX-003,DPT-400,Actual,5242.5
02/21/2023,REV-002,DPT-200,Actual,88114.74
10/01/2023,OPEX-005,DPT-100,Actual,4631.69
12/23/2023,OPEX-001,DPT-300,Budget,8596.81
05/14/2023,REV-001,DPT-100,Budget,90600
02/03/2023,OPEX-001,DPT-500,Actual,19201.88
09/19/2023,COGS-002,DPT-500,Budget,17820.45
02/22/2023,OPEX-004,DPT-200,Budget,10652.35
10/13/2023,OPEX-004,DPT-200,Budget,12375.62
01/24/2023,OPEX-001,DPT-400,Budget,15764.6
01/26/2023,REV-001,DPT-100,Actual,33119.4
01/01/2023,COGS-001,DPT-300,Actual,29912.07
01/22/2023,COGS-002,DPT-100,Budget,28705.87
06/17/2023,OPEX-004,DPT-500,Actual,12569.52
08/27/2023,OPEX-005,DPT-100,Actual,6256
08/17/2023,COGS-001,DPT-200,Actual,12392.03
11/03/2023,OPEX-005,DPT-100,Budget,4526.74
04/02/2023,REV-001,DPT-200,Actual,148899.99
10/12/2023,OPEX-002,DPT-400,Budget,15822.47
09/07/2023,OPEX-003,DPT-300,Budget,13013.94
08/18/2023,OPEX-002,DPT-300,Budget,2604.3
12/10/2023,REV-002,DPT-500,Budget,123349.38
05/02/2023,OPEX-003,DPT-200,Actual,8650.43
11/01/2023,OPEX-001,DPT-200,Budget,11664.66
02/25/2023,REV-002,DPT-200,Actual,90914.2
12/20/2023,OPEX-004,DPT-400,Actual,14112.82
10/14/2023,COGS-002,DPT-200,Budget,13993.83
02/02/2023,OPEX-002,DPT-100,Actual,4738.94
07/18/2023,OPEX-003,DPT-400,Budget,1831.38
06/24/2023,OPEX-001,DPT-500,Actual,7836.2
08/03/2023,REV-002,DPT-400,Actual,35462.41
03/15/2023,REV-002,DPT-200,Actual,21127.68
11/09/2023,REV-001,DPT-400,Actual,36210.33
09/13/2023,COGS-001,DPT-400,Actual,19205.69
02/08/2023,OPEX-003,DPT-500,Actual,10935.77
08/27/2023,COGS-002,DPT-300,Budget,5537.64
09/02/2023,COGS-002,DPT-400,Budget,16051.26
10/07/2023,OPEX-003,DPT-400,Budget,13493.79
10/23/2023,OPEX-002,DPT-500,Actual,9713.88
11/12/2023,REV-002,DPT-100,Actual,42208.61
09/13/2023,OPEX-003,DPT-500,Budget,19713.21
07/06/2023,OPEX-001,DPT-500,Actual,13043.71
09/11/2023,OPEX-003,DPT-100,Actual,16987.7
02/21/2023,OPEX-003,DPT-300,Budget,3120.98
04/14/2023,OPEX-003,DPT-200,Actual,5781.53
05/02/2023,OPEX-005,DPT-500,Budget,14929.35
03/05/2023,OPEX-003,DPT-500,Actual,6974.2
11/13/2023,REV-001,DPT-300,Actual,38885.38
03/09/2023,OPEX-001,DPT-300,Actual,9032.43
07/15/2023,COGS-001,DPT-100,Budget,27066.93
12/19/2023,OPEX-002,DPT-300,Actual,11990.89
08/27/2023,OPEX-003,DPT-300,Actual,11272.42
02/07/2023,OPEX-003,DPT-100,Budget,5675.28
03/30/2023,OPEX-001,DPT-300,Actual,19342.08
04/15/2023,REV-002,DPT-400,Budget,18702.17
06/29/2023,OPEX-004,DPT-200,Budget,10845.12
07/14/2023,OPEX-001,DPT-100,Actual,1476.76
04/29/2023,OPEX-005,DPT-100,Budget,3181.13
03/15/2023,COGS-001,DPT-400,Budget,20446.7
06/03/2023,OPEX-002,DPT-500,Budget,13854.51
08/24/2023,OPEX-004,DPT-500,Budget,14367.77
05/08/2023,OPEX-003,DPT-500,Budget,3714.99
09/27/2023,REV-001,DPT-500,Budget,27559.7
11/12/2023,COGS-001,DPT-500,Actual,7846.07
01/31/2023,OPEX-004,DPT-500,Actual,7370.43
06/11/2023,OPEX-005,DPT-500,Actual,3727.03
04/15/2023,OPEX-004,DPT-300,Actual,15384.64
06/29/2023,OPEX-003,DPT-500,Actual,8272.49
05/20/2023,OPEX-002,DPT-100,Actual,14548.11
10/01/2023,COGS-001,DPT-500,Actual,23578.65
03/22/2023,COGS-002,DPT-100,Budget,16653.48
01/13/2023,OPEX-003,DPT-500,Budget,18796.76
04/27/2023,OPEX-002,DPT-200,Budget,19561.25
03/01/2023,OPEX-005,DPT-100,Actual,18454.07
07/29/2023,OPEX-002,DPT-300,Budget,4394.44
05/05/2023,COGS-002,DPT-200,Budget,23097.31
11/15/2023,OPEX-001,DPT-500,Budget,9913.76
01/17/2023,COGS-001,DPT-500,Actual,24155.06
06/06/2023,OPEX-004,DPT-400,Actual,15645.75
12/29/2023,COGS-001,DPT-500,Budget,11756.91
02/03/2023,OPEX-001,DPT-500,Budget,14864.64
09/12/2023,OPEX-005,DPT-100,Budget,13257.27
05/08/2023,OPEX-004,DPT-500,Actual,3817.24
